,date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
5457,6/12/2021,California,State,40129160,678,3713583,10,63412,64372,68313844,765,4427610,942,3696472,4,62512,147121
5458,6/13/2021,California,State,40129160,705,3714288,12,63424,54326,68368170,639,4428249,827,3697299,-7,62505,144468
5459,6/14/2021,California,State,40129160,1152,3715440,14,63438,167571,68535741,1485,4429734,628,3697927,10,62515,112248
5460,6/15/2021,California,State,40129160,1046,3716486,14,63452,149914,68685655,1278,4431012,699,3698626,19,62534,87672
5461,6/16/2021,California,State,40129160,1063,3717549,10,63462,137636,68823291,1391,4432403,829,3699455,31,62565,109057
5462,6/17/2021,California,State,40129160,1026,3718575,11,63473,124864,68948155,1375,4433778,1295,3700750,57,62622,156249
5463,6/18/2021,California,State,40129160,929,3719504,11,63484,121029,69069184,1283,4435061,1176,3701926,32,62654,145609
5464,6/19/2021,California,State,40129160,753,3720257,9,63493,62312,69131496,928,4435989,956,3702882,35,62689,133146
5465,6/20/2021,California,State,40129160,800,3721057,7,63500,49058,69180554,664,4436653,1123,3704005,4,62693,113272
5466,6/21/2021,California,State,40129160,1401,3722458,11,63511,162980,69343534,1621,4438274,635,3704640,8,62701,81617
5467,6/22/2021,California,State,40129160,1310,3723768,14,63525,148997,69492531,1661,4439935,787,3705427,40,62741,71487
5468,6/23/2021,California,State,40129160,1232,3725000,7,63532,139500,69632031,1626,4441561,1419,3706846,81,62822,103581
5469,6/24/2021,California,State,40129160,1395,3726395,11,63543,125121,69757152,1816,4443377,2015,3708861,68,62890,143881
5470,6/25/2021,California,State,40129160,1308,3727703,10,63553,120605,69877757,1617,4444994,1683,3710544,55,62945,164049
5471,6/26/2021,California,State,40129160,1075,3728778,17,63570,62462,69940219,1137,4446131,2251,3712795,45,62990,113060
5472,6/27/2021,California,State,40129160,1171,3729949,10,63580,51607,69991826,953,4447084,1256,3714051,4,62994,118346
5473,6/28/2021,California,State,40129160,1932,3731881,14,63594,161423,70153249,2289,4449373,762,3714813,5,62999,113653
5474,6/29/2021,California,State,40129160,1886,3733767,12,63606,152993,70306242,2261,4451634,-4359,3710454,24,63023,49652
5475,6/30/2021,California,State,40129160,2023,3735790,18,63624,144282,70450524,2416,4454050,1698,3712152,73,63096,81601
5476,7/1/2021,California,State,40129160,2159,3737949,14,63638,132787,70583311,2526,4456576,1792,3713944,45,63141,160638
5477,7/2/2021,California,State,40129160,2020,3739969,14,63652,109585,70692896,2419,4458995,0,3713944,0,63141,
5478,7/3/2021,California,State,40129160,1680,3741649,12,63664,64229,70757125,1715,4460710,0,3713944,0,63141,
5479,7/4/2021,California,State,40129160,1555,3743204,6,63670,27983,70785108,781,4461491,0,3713944,0,63141,
5480,7/5/2021,California,State,40129160,2789,3745993,14,63684,79618,70864726,2208,4463699,5730,3719674,97,63238,498811
5481,7/6/2021,California,State,40129160,3608,3749601,15,63699,184939,71049665,4006,4467705,1332,3721006,21,63259,45230
5482,7/7/2021,California,State,40129160,3751,3753352,16,63715,153921,71203586,4291,4471996,1416,3722422,58,63317,63763
5483,7/8/2021,California,State,40129160,3569,3756921,15,63730,140479,71344065,4486,4476482,2411,3724833,59,63376,121341
5484,7/9/2021,California,State,40129160,3601,3760522,20,63750,132704,71476769,4569,4481051,0,3724833,0,63376,
5485,7/10/2021,California,State,40129160,3131,3763653,19,63769,64535,71541304,3335,4484386,0,3724833,0,63376,
5486,7/11/2021,California,State,40129160,3131,3766784,17,63786,51350,71592654,2728,4487114,8910,3733743,96,63472,
5487,7/12/2021,California,State,40129160,5370,3772154,18,63804,163483,71756137,5711,4492825,3256,3736999,6,63478,102460
5488,7/13/2021,California,State,40129160,5398,3777552,20,63824,157090,71913227,5748,4498573,3093,3740092,30,63508,81537
5489,7/14/2021,California,State,40129160,5561,3783113,14,63838,158827,72072054,6666,4505239,3622,3743714,25,63533,105754
5490,7/15/2021,California,State,40129160,5861,3788974,21,63859,151193,72223247,7283,4512522,4651,3748365,65,63598,130709
5491,7/16/2021,California,State,40129160,5973,3794947,19,63878,151146,72374393,7454,4519976,0,3748365,0,63598,
5492,7/17/2021,California,State,40129160,4674,3799621,24,63902,76719,72451112,5293,4525269,0,3748365,0,63598,
5493,7/18/2021,California,State,40129160,4806,3804427,12,63914,61254,72512366,4235,4529504,14097,3762462,51,63649,481319
5494,7/19/2021,California,State,40129160,8397,3812824,27,63941,195779,72708145,9793,4539297,4723,3767185,4,63653,94774
5495,7/20/2021,California,State,40129160,8359,3821183,30,63971,194241,72902386,10030,4549327,5285,3772470,11,63664,122156
5496,7/21/2021,California,State,40129160,8784,3829967,23,63994,192007,73094393,10824,4560151,5577,3778047,31,63695,111325
5497,7/22/2021,California,State,40129160,8329,3838296,34,64028,183052,73277445,10711,4570862,7984,3786031,46,63741,173866
5498,7/23/2021,California,State,40129160,8132,3846428,41,64069,177637,73455082,10910,4581772,0,3786031,0,63741,
5499,7/24/2021,California,State,40129160,6766,3853194,24,64093,92595,73547677,7681,4589453,0,3786031,0,63741,
5500,7/25/2021,California,State,40129160,6431,3859625,31,64124,71453,73619130,6229,4595682,21940,3807971,65,63806,565365
5501,7/26/2021,California,State,40129160,11728,3871353,27,64151,224998,73844128,14266,4609948,7731,3815702,5,63811,128412
5502,7/27/2021,California,State,40129160,11252,3882605,36,64187,218621,74062749,14292,4624240,6849,3822551,38,63849,116448
5503,7/28/2021,California,State,40129160,11799,3894404,35,64222,219615,74282364,15272,4639512,7457,3830008,42,63891,129545
5504,7/29/2021,California,State,40129160,11718,3906122,40,64262,218925,74501289,16309,4655821,10356,3840364,44,63935,185144
5505,7/30/2021,California,State,40129160,11081,3917203,32,64294,216774,74718063,15199,4671020,0,3840364,0,63935,
5506,7/31/2021,California,State,40129160,8494,3925697,53,64347,114508,74832571,10652,4681672,0,3840364,0,63935,
5507,8/1/2021,California,State,40129160,8531,3934228,39,64386,86941,74919512,7914,4689586,33407,3873771,150,64085,609327
5508,8/2/2021,California,State,40129160,14105,3948333,59,64445,282398,75201910,17309,4706895,7318,3881089,11,64096,154929
5509,8/3/2021,California,State,40129160,14318,3962651,58,64503,285472,75487382,18875,4725770,8552,3889641,54,64150,133078
5510,8/4/2021,California,State,40129160,14083,3976734,53,64556,295046,75782428,18832,4744602,9517,3899158,56,64206,156092
5511,8/5/2021,California,State,40129160,13931,3990665,54,64610,302132,76084560,19563,4764165,14402,3913560,37,64243,250620
5512,8/6/2021,California,State,40129160,12882,4003547,61,64671,284005,76368565,18340,4782505,12916,3926476,33,64276,278816
5513,8/7/2021,California,State,40129160,9698,4013245,61,64732,144424,76512989,12448,4794953,13271,3939747,36,64312,255214
5514,8/8/2021,California,State,40129160,8718,4021963,72,64804,96979,76609968,8717,4803670,10425,3950172,6,64318,257510
5515,8/9/2021,California,State,40129160,16281,4038244,75,64879,371515,76981483,20284,4823954,9625,3959797,10,64328,198041
5516,8/10/2021,California,State,40129160,16187,4054431,77,64956,347394,77328877,20595,4844549,9925,3969722,-352,63976,183877
5517,8/11/2021,California,State,40129160,15492,4069923,78,65034,369423,77698300,20450,4864999,10450,3980172,61,64037,170150
5518,8/12/2021,California,State,40129160,14578,4084501,90,65124,349653,78047953,20369,4885368,14099,3994271,61,64098,281144
5519,8/13/2021,California,State,40129160,13735,4098236,120,65244,323329,78371282,19335,4904703,14479,4008750,40,64138,298050
5520,8/14/2021,California,State,40129160,9580,4107816,92,65336,167106,78538388,12970,4917673,13472,4022222,45,64183,309456
5521,8/15/2021,California,State,40129160,8184,4116000,78,65414,104413,78642801,8979,4926652,11437,4033659,11,64194,271306
5522,8/16/2021,California,State,40129160,16100,4132100,120,65534,418727,79061528,21315,4947967,9748,4043407,7,64201,263855
5523,8/17/2021,California,State,40129160,15497,4147597,119,65653,411204,79472732,21056,4969023,14317,4057724,90,64291,254504
5524,8/18/2021,California,State,40129160,15037,4162634,105,65758,429118,79901850,20433,4989456,12359,4070083,92,64383,254334
5525,8/19/2021,California,State,40129160,13888,4176522,113,65871,411048,80312898,19746,5009202,14716,4084799,120,64503,339264
5526,8/20/2021,California,State,40129160,13401,4189923,106,65977,392565,80705463,19127,5028329,13613,4098412,82,64585,311111
5527,8/21/2021,California,State,40129160,8877,4198800,118,66095,159691,80865154,11709,5040038,14564,4112976,89,64674,321082
5528,8/22/2021,California,State,40129160,7544,4206344,108,66203,104943,80970097,8021,5048059,10274,4123250,3,64677,312540
5529,8/23/2021,California,State,40129160,15323,4221667,115,66318,468103,81438200,19796,5067855,10401,4133651,17,64694,280293
5530,8/24/2021,California,State,40129160,14040,4235707,128,66446,444459,81882659,19063,5086918,11899,4145550,108,64802,262080
5531,8/25/2021,California,State,40129160,13554,4249261,129,66575,473029,82355688,19332,5106250,11769,4157319,129,64931,285999
5532,8/26/2021,California,State,40129160,12390,4261651,137,66712,449594,82805282,18538,5124788,13785,4171104,102,65033,366362
5533,8/27/2021,California,State,40129160,11246,4272897,129,66841,402015,83207297,16283,5141071,15157,4186261,106,65139,451714
5534,8/28/2021,California,State,40129160,7802,4280699,149,66990,154050,83361347,10108,5151179,11828,4198089,104,65243,378087
5535,8/29/2021,California,State,40129160,6589,4287288,118,67108,105282,83466629,6977,5158156,14968,4213057,28,65271,390730
5536,8/30/2021,California,State,40129160,13270,4300558,124,67232,507050,83973679,17802,5175958,9606,4222663,16,65287,305522
5537,8/31/2021,California,State,40129160,12260,4312818,139,67371,477257,84450936,16895,5192853,23387,4246050,143,65430,532560
5538,9/1/2021,California,State,40129160,12917,4325735,132,67503,488840,84939776,16387,5209240,10194,4256244,155,65585,287939
5539,9/2/2021,California,State,40129160,10988,4336723,156,67659,462042,85401818,15151,5224391,11742,4267986,119,65704,343646
5540,9/3/2021,California,State,40129160,9957,4346680,146,67805,298167,85699985,13386,5237777,9318,4277304,103,65807,379161
5541,9/4/2021,California,State,40129160,6791,4353471,118,67923,142571,85842556,8456,5246233,14267,4291571,158,65965,410386
5542,9/5/2021,California,State,40129160,5367,4358838,151,68074,101610,85944166,5475,5251708,8866,4300437,25,65990,307179
5543,9/6/2021,California,State,40129160,6659,4365497,141,68215,132440,86076606,6596,5258304,7523,4307960,40,66030,324150
5544,9/7/2021,California,State,40129160,12390,4377887,135,68350,480330,86556936,17777,5276081,7274,4315234,26,66056,262309
5545,9/8/2021,California,State,40129160,11297,4389184,136,68486,520559,87077495,15335,5291416,7127,4322361,201,66257,232980
5546,9/9/2021,California,State,40129160,10164,4399348,142,68628,476510,87554005,14060,5305476,9244,4331605,165,66422,296579
5547,9/10/2021,California,State,40129160,9302,4408650,151,68779,415268,87969273,13109,5318585,13463,4345068,203,66625,503255
5548,9/11/2021,California,State,40129160,6242,4414892,128,68907,148706,88117979,7783,5326368,9045,4354113,76,66701,263474
5549,9/12/2021,California,State,40129160,5366,4420258,120,69027,106122,88224101,5607,5331975,6842,4360955,15,66716,225473
5550,9/13/2021,California,State,40129160,10419,4430677,142,69169,505541,88729642,14151,5346126,11851,4372806,97,66813,161247
5551,9/14/2021,California,State,40129160,9467,4440144,119,69288,478080,89207722,12787,5358913,7760,4380566,188,67001,816603
5552,9/15/2021,California,State,40129160,8853,4448997,130,69418,478108,89685830,12104,5371017,7360,4387926,186,67187,288542
5553,9/16/2021,California,State,40129160,7864,4456861,131,69549,330061,90015891,11187,5382204,9543,4397469,171,67358,364593
5554,9/17/2021,California,State,40129160,7313,4464174,130,69679,394930,90410821,10365,5392569,9385,4406854,125,67483,403179
5555,9/18/2021,California,State,40129160,4909,4469083,132,69811,138055,90548876,6042,5398611,9038,4415892,125,67608,415473
5556,9/19/2021,California,State,40129160,4138,4473221,99,69910,106306,90655182,4563,5403174,6193,4422085,4,67612,361546
5557,9/20/2021,California,State,40129160,8846,4482067,123,70033,476119,91131301,12151,5415325,6032,4428117,16,67628,305313
5558,9/21/2021,California,State,40129160,7539,4489606,102,70135,454898,91586199,10522,5425847,6579,4434696,146,67774,268385
5559,9/22/2021,California,State,40129160,7385,4496991,133,70268,449984,92036183,9948,5435795,6694,4441390,154,67928,216987
5560,9/23/2021,California,State,40129160,6478,4503469,127,70395,432998,92469181,9059,5444854,7276,4448666,159,68087,353193
5561,9/24/2021,California,State,40129160,6171,4509640,114,70509,365675,92834856,8717,5453571,0,4448666,0,68087,
5562,9/25/2021,California,State,40129160,4240,4513880,126,70635,121510,92956366,5172,5458743,0,4448666,0,68087,
5563,9/26/2021,California,State,40129160,3761,4517641,100,70735,92620,93048986,3914,5462657,22969,4471635,275,68362,1178025
5564,9/27/2021,California,State,40129160,7633,4525274,104,70839,469153,93518139,10409,5473066,4753,4476388,25,68387,294988
5565,9/28/2021,California,State,40129160,6775,4532049,107,70946,435960,93954099,9152,5482218,6493,4482881,130,68517,292767
5566,9/29/2021,California,State,40129160,6208,4538257,110,71056,439178,94393277,8442,5490660,5967,4488848,153,68670,281282
5567,9/30/2021,California,State,40129160,5792,4544049,92,71148,410404,94803681,7894,5498554,7869,4496717,126,68796,364616
5568,10/1/2021,California,State,40129160,5768,4549817,98,71246,348840,95152521,7522,5506076,0,4496717,0,68796,
5569,10/2/2021,California,State,40129160,3694,4553511,122,71368,109632,95262153,4411,5510487,0,4496717,0,68796,
5570,10/3/2021,California,State,40129160,3415,4556926,87,71455,88201,95350354,3433,5513920,18998,4515715,243,69039,1093475
5571,10/4/2021,California,State,40129160,6784,4563710,86,71541,454164,95804518,8729,5522649,3752,4519467,-12,69027,240120
5572,10/5/2021,California,State,40129160,6252,4569962,105,71646,406318,96210836,8056,5530705,5386,4524853,157,69184,137120
5573,10/6/2021,California,State,40129160,6010,4575972,113,71759,414596,96625432,7749,5538454,4710,4529563,167,69351,145348
5574,10/7/2021,California,State,40129160,5303,4581275,102,71861,388783,97014215,7194,5545648,6710,4536273,156,69507,594864
5575,10/8/2021,California,State,40129160,5160,4586435,85,71946,344902,97359117,7109,5552757,0,4536273,0,69507,
5576,10/9/2021,California,State,40129160,3509,4589944,77,72023,103847,97462964,4115,5556872,0,4536273,0,69507,
5577,10/10/2021,California,State,40129160,3309,4593253,82,72105,84777,97547741,3197,5560069,16921,4553194,234,69741,1098447
5578,10/11/2021,California,State,40129160,5831,4599084,74,72179,415076,97962817,7339,5567408,4091,4557285,15,69756,285722
5579,10/12/2021,California,State,40129160,5805,4604889,71,72250,426205,98389022,7841,5575249,4034,4561319,106,69862,221416
5580,10/13/2021,California,State,40129160,5632,4610521,68,72318,410421,98799443,7319,5582568,3960,4565279,148,70010,250718
5581,10/14/2021,California,State,40129160,5299,4615820,73,72391,397140,99196583,7040,5589608,6188,4571467,140,70150,338023
5582,10/15/2021,California,State,40129160,5314,4621134,68,72459,344867,99541450,6991,5596599,0,4571467,0,70150,
5583,10/16/2021,California,State,40129160,3650,4624784,79,72538,104008,99645458,4006,5600605,0,4571467,0,70150,
5584,10/17/2021,California,State,40129160,3596,4628380,77,72615,84216,99729674,3306,5603911,16764,4588231,266,70416,1347270
5585,10/18/2021,California,State,40129160,7070,4635450,71,72686,445893,100175567,8796,5612707,4081,4592312,21,70437,290083
5586,10/19/2021,California,State,40129160,6373,4641823,70,72756,418099,100593666,8006,5620713,3070,4595382,156,70593,221983
5587,10/20/2021,California,State,40129160,6252,4648075,69,72825,425274,101018940,7869,5628582,5124,4600506,148,70741,220598
5588,10/21/2021,California,State,40129160,5938,4654013,109,72934,401217,101420157,7914,5636496,6093,4606599,143,70884,306835
5589,10/22/2021,California,State,40129160,5984,4659997,79,73013,338763,101758920,7565,5644061,0,4606599,0,70884,
5590,10/23/2021,California,State,40129160,4076,4664073,73,73086,103907,101862827,4557,5648618,0,4606599,0,70884,
