,date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
4960,2/1/2020,California,State,40129160,24,24,0,0,304,304,9,9,3,3,0,0,
4961,2/2/2020,California,State,40129160,9,33,0,0,36,340,2,11,3,6,0,0,
4962,2/3/2020,California,State,40129160,7,40,0,0,29,369,1,12,0,6,0,0,
4963,2/4/2020,California,State,40129160,1,41,0,0,32,401,1,13,0,6,0,0,
4964,2/5/2020,California,State,40129160,3,44,0,0,45,446,1,14,0,6,0,0,
4965,2/6/2020,California,State,40129160,6,50,1,1,12,458,1,15,0,6,0,0,
4966,2/7/2020,California,State,40129160,32,82,0,1,453,911,62,77,0,6,0,0,
4967,2/8/2020,California,State,40129160,7,89,0,1,59,970,2,79,0,6,0,0,
4968,2/9/2020,California,State,40129160,5,94,0,1,21,991,1,80,0,6,0,0,
4969,2/10/2020,California,State,40129160,6,100,0,1,16,1007,1,81,0,6,0,0,
4970,2/11/2020,California,State,40129160,4,104,0,1,40,1047,0,81,1,7,0,0,
4971,2/12/2020,California,State,40129160,3,107,0,1,3,1050,0,81,1,8,0,0,
4972,2/13/2020,California,State,40129160,2,109,0,1,10,1060,0,81,0,8,0,0,
4973,2/14/2020,California,State,40129160,9,118,0,1,21,1081,0,81,0,8,0,0,
4974,2/15/2020,California,State,40129160,14,132,0,1,43,1124,1,82,0,8,0,0,
4975,2/16/2020,California,State,40129160,7,139,0,1,64,1188,2,84,0,8,0,0,
4976,2/17/2020,California,State,40129160,13,152,1,2,85,1273,0,84,5,13,0,0,
4977,2/18/2020,California,State,40129160,10,162,0,2,17,1290,1,85,2,15,0,0,
4978,2/19/2020,California,State,40129160,12,174,0,2,10,1300,0,85,0,15,0,0,
4979,2/20/2020,California,State,40129160,20,194,0,2,26,1326,2,87,2,17,0,0,
4980,2/21/2020,California,State,40129160,20,214,1,3,19,1345,2,89,4,21,0,0,
4981,2/22/2020,California,State,40129160,17,231,0,3,27,1372,0,89,0,21,0,0,
4982,2/23/2020,California,State,40129160,19,250,0,3,37,1409,3,92,4,25,0,0,
4983,2/24/2020,California,State,40129160,39,289,0,3,20,1429,3,95,0,25,0,0,
4984,2/25/2020,California,State,40129160,25,314,0,3,12,1441,1,96,6,31,0,0,
4985,2/26/2020,California,State,40129160,39,353,0,3,24,1465,3,99,2,33,0,0,
4986,2/27/2020,California,State,40129160,26,379,0,3,78,1543,9,108,0,33,0,0,
4987,2/28/2020,California,State,40129160,49,428,0,3,121,1664,17,125,1,34,0,0,
4988,2/29/2020,California,State,40129160,41,469,0,3,89,1753,16,141,0,34,0,0,
4989,3/1/2020,California,State,40129160,100,569,0,3,79,1832,4,145,5,39,0,0,
4990,3/2/2020,California,State,40129160,76,645,0,3,177,2009,33,178,4,43,0,0,
4991,3/3/2020,California,State,40129160,85,730,0,3,142,2151,25,203,10,53,0,0,
4992,3/4/2020,California,State,40129160,95,825,1,4,237,2388,39,242,7,60,1,1,
4993,3/5/2020,California,State,40129160,111,936,0,4,367,2755,36,278,9,69,0,1,
4994,3/6/2020,California,State,40129160,159,1095,1,5,411,3166,31,309,19,88,0,1,
4995,3/7/2020,California,State,40129160,164,1259,0,5,506,3672,76,385,26,114,0,1,
4996,3/8/2020,California,State,40129160,181,1440,0,5,321,3993,51,436,19,133,0,1,
4997,3/9/2020,California,State,40129160,332,1772,3,8,1028,5021,130,566,24,157,1,2,
4998,3/10/2020,California,State,40129160,358,2130,0,8,1186,6207,124,690,20,177,1,3,
4999,3/11/2020,California,State,40129160,427,2557,1,9,1859,8066,170,860,21,198,0,3,
5000,3/12/2020,California,State,40129160,510,3067,0,9,3459,11525,238,1098,49,247,1,4,
5001,3/13/2020,California,State,40129160,583,3650,1,10,4467,15992,332,1430,41,288,-1,3,
5002,3/14/2020,California,State,40129160,513,4163,1,11,2782,18774,312,1742,47,335,1,4,
5003,3/15/2020,California,State,40129160,602,4765,2,13,2765,21539,255,1997,57,392,1,5,
5004,3/16/2020,California,State,40129160,882,5647,5,18,7762,29301,579,2576,80,472,0,5,
5005,3/17/2020,California,State,40129160,837,6484,6,24,8942,38243,653,3229,38,510,2,7,
5006,3/18/2020,California,State,40129160,779,7263,0,24,8925,47168,616,3845,165,675,8,15,
5007,3/19/2020,California,State,40129160,787,8050,7,31,9026,56194,663,4508,331,1006,3,18,
5008,3/20/2020,California,State,40129160,965,9015,7,38,10034,66228,769,5277,218,1224,6,24,
5009,3/21/2020,California,State,40129160,692,9707,10,48,5084,71312,478,5755,244,1468,2,26,
5010,3/22/2020,California,State,40129160,763,10470,14,62,4641,75953,608,6363,265,1733,9,35,
5011,3/23/2020,California,State,40129160,1041,11511,17,79,12580,88533,1212,7575,222,1955,2,37,
5012,3/24/2020,California,State,40129160,849,12360,18,97,11936,100469,1205,8780,580,2535,11,48,
5013,3/25/2020,California,State,40129160,1044,13404,20,117,11725,112194,1207,9987,471,3006,16,64,
5014,3/26/2020,California,State,40129160,972,14376,15,132,11779,123973,1184,11171,795,3801,14,78,
5015,3/27/2020,California,State,40129160,1003,15379,22,154,12570,136543,1317,12488,842,4643,23,101,
5016,3/28/2020,California,State,40129160,934,16313,26,180,7997,144540,1037,13525,5923,10566,134,235,
5017,3/29/2020,California,State,40129160,824,17137,25,205,5241,149781,698,14223,-4803,5763,-100,135,
5018,3/30/2020,California,State,40129160,1380,18517,27,232,13957,163738,1610,15833,1169,6932,15,150,
5019,3/31/2020,California,State,40129160,1261,19778,41,273,13743,177481,1554,17387,1223,8155,21,171,
5020,4/1/2020,California,State,40129160,1503,21281,41,314,14972,192453,1762,19149,1036,9191,32,203,
5021,4/2/2020,California,State,40129160,1371,22652,54,368,15105,207558,1695,20844,1510,10701,34,237,
5022,4/3/2020,California,State,40129160,1516,24168,52,420,15305,222863,1536,22380,1325,12026,39,276,
5023,4/4/2020,California,State,40129160,1125,25293,38,458,8010,230873,1078,23458,1412,13438,43,319,
5024,4/5/2020,California,State,40129160,1140,26433,57,515,6073,236946,985,24443,898,14336,24,343,
5025,4/6/2020,California,State,40129160,1360,27793,36,551,13684,250630,1543,25986,1529,15865,31,374,
5026,4/7/2020,California,State,40129160,1422,29215,62,613,15231,265861,1774,27760,1092,16957,69,443,
5027,4/8/2020,California,State,40129160,1472,30687,63,676,15978,281839,1774,29534,1352,18309,49,492,
5028,4/9/2020,California,State,40129160,1404,32091,58,734,17869,299708,1761,31295,1163,19472,49,541,
5029,4/10/2020,California,State,40129160,1473,33564,60,794,18147,317855,1699,32994,1143,20615,40,581,
5030,4/11/2020,California,State,40129160,1051,34615,53,847,9202,327057,1072,34066,1179,21794,39,620,
5031,4/12/2020,California,State,40129160,999,35614,67,914,5748,332805,736,34802,554,22348,38,658,
5032,4/13/2020,California,State,40129160,1522,37136,78,992,15316,348121,1914,36716,905,23253,34,692,
5033,4/14/2020,California,State,40129160,1495,38631,88,1080,16717,364838,1756,38472,1171,24424,96,788,
5034,4/15/2020,California,State,40129160,1665,40296,67,1147,19900,384738,1982,40454,1758,26182,82,870,
5035,4/16/2020,California,State,40129160,1676,41972,97,1244,19677,404415,1878,42332,1346,27528,80,950,
5036,4/17/2020,California,State,40129160,1609,43581,72,1316,20731,425146,1741,44073,1435,28963,74,1024,
5037,4/18/2020,California,State,40129160,1206,44787,68,1384,12984,438130,1273,45346,1370,30333,93,1117,
5038,4/19/2020,California,State,40129160,1081,45868,66,1450,8665,446795,901,46247,645,30978,30,1147,
5039,4/20/2020,California,State,40129160,1919,47787,86,1536,22152,468947,2179,48426,2283,33261,41,1188,
5040,4/21/2020,California,State,40129160,1673,49460,72,1608,25254,494201,2029,50455,2135,35396,105,1293,
5041,4/22/2020,California,State,40129160,1764,51224,83,1691,24099,518300,2026,52481,1973,37369,103,1396,
5042,4/23/2020,California,State,40129160,1838,53062,88,1779,25486,543786,2142,54623,1885,39254,93,1489,
5043,4/24/2020,California,State,40129160,2009,55071,77,1856,29678,573464,2328,56951,1883,41137,84,1573,
5044,4/25/2020,California,State,40129160,1617,56688,66,1922,19948,593412,1711,58662,1027,42164,74,1647,
5045,4/26/2020,California,State,40129160,1267,57955,69,1991,11505,604917,1014,59676,1300,43464,29,1676,
5046,4/27/2020,California,State,40129160,2253,60208,67,2058,34819,639736,2747,62423,1567,45031,45,1721,
5047,4/28/2020,California,State,40129160,2102,62310,92,2150,35608,675344,2554,64977,1469,46500,88,1809,
5048,4/29/2020,California,State,40129160,2034,64344,76,2226,35910,711254,2406,67383,2417,48917,81,1890,
5049,4/30/2020,California,State,40129160,1939,66283,77,2303,40965,752219,2359,69742,1525,50442,98,1988,
5050,5/1/2020,California,State,40129160,2232,68515,70,2373,45056,797275,2361,72103,1755,52197,95,2083,
5051,5/2/2020,California,State,40129160,1388,69903,98,2471,26642,823917,1380,73483,1419,53616,55,2138,
5052,5/3/2020,California,State,40129160,1150,71053,70,2541,15583,839500,1050,74533,1321,54937,40,2178,
5053,5/4/2020,California,State,40129160,2424,73477,75,2616,45277,884777,2708,77241,1275,56212,43,2221,
5054,5/5/2020,California,State,40129160,2594,76071,67,2683,48223,933000,2971,80212,2603,58815,104,2325,29104
5055,5/6/2020,California,State,40129160,2347,78418,97,2780,56358,989358,2904,83116,1799,60614,87,2412,33814
5056,5/7/2020,California,State,40129160,2146,80564,83,2863,53502,1042860,2558,85674,1898,62512,81,2493,32367
5057,5/8/2020,California,State,40129160,2266,82830,83,2946,53258,1096118,2583,88257,2049,64561,83,2576,37270
5058,5/9/2020,California,State,40129160,1584,84414,87,3033,27466,1123584,1578,89835,2119,66680,81,2657,43063
5059,5/10/2020,California,State,40129160,1326,85740,73,3106,14870,1138454,923,90758,1259,67939,34,2691,36203
5060,5/11/2020,California,State,40129160,2442,88182,67,3173,51512,1189966,2770,93528,1443,69382,61,2752,41442
5061,5/12/2020,California,State,40129160,2471,90653,83,3256,59443,1249409,2962,96490,-3401,65981,-96,2656,32195
5062,5/13/2020,California,State,40129160,2306,92959,73,3329,57187,1306596,2927,99417,7183,73164,270,2926,39033
5063,5/14/2020,California,State,40129160,2658,95617,73,3402,57962,1364558,3417,102834,1772,74936,103,3029,29229
5064,5/15/2020,California,State,40129160,2517,98134,75,3477,62969,1427527,3396,106230,1857,76793,90,3119,45190
5065,5/16/2020,California,State,40129160,1733,99867,90,3567,34579,1462106,1866,108096,2046,78839,61,3180,56085
5066,5/17/2020,California,State,40129160,1328,101195,73,3640,17476,1479582,1119,109215,1591,80430,36,3216,57399
5067,5/18/2020,California,State,40129160,2800,103995,89,3729,64864,1544446,3714,112929,1365,81795,34,3250,46613
5068,5/19/2020,California,State,40129160,2414,106409,73,3802,66046,1610492,3511,116440,2262,84057,124,3374,40778
5069,5/20/2020,California,State,40129160,2721,109130,71,3873,64880,1675372,3736,120176,2140,86197,77,3451,40979
5070,5/21/2020,California,State,40129160,2448,111578,59,3932,63413,1738785,3465,123641,2247,88444,93,3544,45645
5071,5/22/2020,California,State,40129160,2524,114102,79,4011,67662,1806447,3308,126949,2187,90631,45,3589,48533
5072,5/23/2020,California,State,40129160,1749,115851,71,4082,36515,1842962,1951,128900,2079,92710,57,3646,67439
5073,5/24/2020,California,State,40129160,1404,117255,76,4158,19729,1862691,1188,130088,1848,94558,20,3666,61357
5074,5/25/2020,California,State,40129160,2229,119484,58,4216,18629,1881320,1451,131539,2175,96733,13,3679,52294
5075,5/26/2020,California,State,40129160,3594,123078,80,4296,77824,1959144,5128,136667,2247,98980,28,3707,40498
5076,5/27/2020,California,State,40129160,3522,126600,81,4377,74038,2033182,4486,141153,2717,101697,109,3816,53665
5077,5/28/2020,California,State,40129160,3180,129780,70,4447,69933,2103115,4032,145185,2189,103886,88,3904,44919
5078,5/29/2020,California,State,40129160,3784,133564,61,4508,76908,2180023,4574,149759,2992,106878,81,3985,53117
5079,5/30/2020,California,State,40129160,2223,135787,66,4574,40971,2220994,2359,152118,3705,110583,58,4043,56253
5080,5/31/2020,California,State,40129160,1586,137373,67,4641,21385,2242379,1246,153364,2423,113006,37,4080,67735
5081,6/1/2020,California,State,40129160,3670,141043,78,4719,67661,2310040,3777,157141,2304,115310,47,4127,59008
5082,6/2/2020,California,State,40129160,3905,144948,65,4784,71821,2381861,4471,161612,2377,117687,104,4231,59703
5083,6/3/2020,California,State,40129160,3413,148361,84,4868,70612,2452473,4077,165689,2120,119807,67,4298,51377
5084,6/4/2020,California,State,40129160,3592,151953,74,4942,74097,2526570,4169,169858,3094,122901,70,4368,55792
5085,6/5/2020,California,State,40129160,3705,155658,64,5006,81882,2608452,4251,174109,3115,126016,67,4435,69837
5086,6/6/2020,California,State,40129160,2702,158360,64,5070,46383,2654835,2755,176864,2796,128812,66,4501,53918
5087,6/7/2020,California,State,40129160,2031,160391,67,5137,24238,2679073,1433,178297,2507,131319,27,4528,68972
5088,6/8/2020,California,State,40129160,4202,164593,80,5217,85794,2764867,4729,183026,2170,133489,31,4559,55055
5089,6/9/2020,California,State,40129160,3994,168587,76,5293,91079,2855946,4962,187988,2702,136191,104,4663,54553
5090,6/10/2020,California,State,40129160,4254,172841,62,5355,89316,2945262,5253,193241,3090,139281,106,4769,56849
5091,6/11/2020,California,State,40129160,4064,176905,60,5415,89648,3034910,5150,198391,2702,141983,63,4832,64611
5092,6/12/2020,California,State,40129160,4471,181376,69,5484,91417,3126327,5036,203427,3660,145643,47,4879,62135
5093,6/13/2020,California,State,40129160,3648,185024,72,5556,45229,3171556,3290,206717,3212,148855,82,4961,77603
5094,6/14/2020,California,State,40129160,2999,188023,65,5621,26222,3197778,1863,208580,2597,151452,19,4980,66186
5095,6/15/2020,California,State,40129160,6432,194455,68,5689,94480,3292258,6457,215037,2108,153560,22,5002,69573
5096,6/16/2020,California,State,40129160,6463,200918,59,5748,99627,3391885,7418,222455,3455,157015,62,5064,60233
5097,6/17/2020,California,State,40129160,6750,207668,69,5817,99565,3491450,7759,230214,4084,161099,78,5142,76542
5098,6/18/2020,California,State,40129160,6757,214425,67,5884,101105,3592555,8051,238265,4317,165416,108,5250,81172
5099,6/19/2020,California,State,40129160,6916,221341,81,5965,101233,3693788,8055,246320,3893,169309,68,5318,78710
5100,6/20/2020,California,State,40129160,5356,226697,78,6043,50681,3744469,5064,251384,4515,173824,84,5402,84844
5101,6/21/2020,California,State,40129160,4353,231050,72,6115,27844,3772313,2967,254351,4230,178054,23,5425,92430
5102,6/22/2020,California,State,40129160,9404,240454,72,6187,108236,3880549,9696,264047,5019,183073,20,5445,85243
5103,6/23/2020,California,State,40129160,9700,250154,67,6254,121129,4001678,10794,274841,7149,190222,54,5499,95970
5104,6/24/2020,California,State,40129160,9858,260012,93,6347,123629,4125307,11025,285866,5349,195571,104,5603,101446
5105,6/25/2020,California,State,40129160,9426,269438,70,6417,128549,4253856,11269,297135,4890,200461,114,5717,76969
5106,6/26/2020,California,State,40129160,9113,278551,83,6500,125033,4378889,10514,307649,5972,206433,69,5786,90996
5107,6/27/2020,California,State,40129160,6269,284820,65,6565,64489,4443378,6526,314175,3979,210412,25,5811,93642
5108,6/28/2020,California,State,40129160,5470,290290,95,6660,37007,4480385,3981,318156,6138,216550,39,5850,105740
5109,6/29/2020,California,State,40129160,10514,300804,96,6756,123327,4603712,11803,329959,6367,222917,27,5877,105447
5110,6/30/2020,California,State,40129160,10523,311327,96,6852,132324,4736036,12313,342272,9740,232657,101,5978,87037
5111,7/1/2020,California,State,40129160,11244,322571,86,6938,137044,4873080,12471,354743,7538,240195,81,6059,84542
5112,7/2/2020,California,State,40129160,10626,333197,108,7046,146189,5019269,12811,367554,8040,248235,125,6184,109458
5113,7/3/2020,California,State,40129160,7982,341179,92,7138,81385,5100654,8049,375603,6510,254745,63,6247,104855
5114,7/4/2020,California,State,40129160,5384,346563,86,7224,27401,5128055,3752,379355,5410,260155,18,6265,127107
5115,7/5/2020,California,State,40129160,6229,352792,96,7320,39347,5167402,4668,384023,11529,271684,36,6301,113215
5116,7/6/2020,California,State,40129160,11787,364579,118,7438,137958,5305360,13030,397053,6090,277774,61,6362,103017
5117,7/7/2020,California,State,40129160,12529,377108,102,7540,155627,5460987,14870,411923,11694,289468,113,6475,99805
5118,7/8/2020,California,State,40129160,12201,389309,107,7647,159795,5620782,14763,426686,7031,296499,146,6621,82259
5119,7/9/2020,California,State,40129160,11170,400479,94,7741,155300,5776082,14319,441005,7798,304297,166,6787,97303
5120,7/10/2020,California,State,40129160,11424,411903,113,7854,152288,5928370,13955,454960,8047,312344,105,6892,99958
5121,7/11/2020,California,State,40129160,7571,419474,115,7969,79872,6008242,8512,463472,8460,320804,97,6989,130904
5122,7/12/2020,California,State,40129160,5895,425369,108,8077,44532,6052774,5166,468638,8358,329162,25,7014,137766
5123,7/13/2020,California,State,40129160,11648,437017,144,8221,157002,6209776,14073,482711,7285,336447,25,7039,130590
5124,7/14/2020,California,State,40129160,11563,448580,132,8353,162693,6372469,14652,497363,11187,347634,125,7164,118321
5125,7/15/2020,California,State,40129160,11601,460181,134,8487,162897,6535366,14109,511472,8544,356178,119,7283,122232
5126,7/16/2020,California,State,40129160,11069,471250,129,8616,161475,6696841,13831,525303,9986,366164,126,7409,128591
5127,7/17/2020,California,State,40129160,10693,481943,123,8739,150121,6846962,13304,538607,9199,375363,121,7530,123119
5128,7/18/2020,California,State,40129160,7330,489273,129,8868,81980,6928942,8196,546803,9329,384692,90,7620,119634
5129,7/19/2020,California,State,40129160,5485,494758,127,8995,50622,6979564,5006,551809,6846,391538,31,7651,127686
5130,7/20/2020,California,State,40129160,11065,505823,147,9142,160336,7139900,13733,565542,9231,400769,26,7677,122973
5131,7/21/2020,California,State,40129160,10109,515932,139,9281,165354,7305254,13524,579066,12807,413576,116,7793,127487
5132,7/22/2020,California,State,40129160,9369,525301,144,9425,151060,7456314,11654,590720,12040,425616,156,7949,113306
5133,7/23/2020,California,State,40129160,8501,533802,139,9564,137650,7593964,10664,601384,9212,434828,147,8096,137572
5134,7/24/2020,California,State,40129160,8285,542087,139,9703,121500,7715464,10318,611702,10572,445400,146,8242,131479
5135,7/25/2020,California,State,40129160,5799,547886,175,9878,66798,7782262,6502,618204,8259,453659,140,8382,120784
5136,7/26/2020,California,State,40129160,4153,552039,143,10021,39323,7821585,3342,621546,6891,460550,30,8412,128439
5137,7/27/2020,California,State,40129160,9087,561126,149,10170,156485,7978070,11484,633030,6000,466550,24,8436,121288
5138,7/28/2020,California,State,40129160,8799,569925,129,10299,158714,8136784,12001,645031,8755,475305,80,8516,99600
5139,7/29/2020,California,State,40129160,7812,577737,157,10456,150246,8287030,11097,656128,10197,485502,235,8751,116374
5140,7/30/2020,California,State,40129160,7239,584976,147,10603,142127,8429157,10277,666405,8086,493588,188,8939,177201
5141,7/31/2020,California,State,40129160,7215,592191,148,10751,138857,8568014,10052,676457,6542,500130,156,9095,75546
5142,8/1/2020,California,State,40129160,5387,597578,137,10888,73123,8641137,5931,682388,9032,509162,157,9252,149388
5143,8/2/2020,California,State,40129160,3572,601150,136,11024,40655,8681792,3140,685528,5739,514901,74,9326,148721
5144,8/3/2020,California,State,40129160,7557,608707,178,11202,144711,8826503,10204,695732,4526,519427,23,9349,121017
5145,8/4/2020,California,State,40129160,7226,615933,161,11363,156506,8983009,10326,706058,5295,524722,171,9520,103687
5146,8/5/2020,California,State,40129160,6704,622637,149,11512,145224,9128233,8754,714812,5258,529980,140,9660,91063
5147,8/6/2020,California,State,40129160,6258,628895,118,11630,135958,9264191,8499,723311,8436,538416,147,9807,96419
5148,8/7/2020,California,State,40129160,6447,635342,135,11765,128438,9392629,8721,732032,7371,545787,175,9982,110645
5149,8/8/2020,California,State,40129160,4294,639636,133,11898,62196,9454825,4666,736698,8373,554160,191,10173,118592
5150,8/9/2020,California,State,40129160,3178,642814,127,12025,36478,9491303,2627,739325,7751,561911,74,10247,172234
5151,8/10/2020,California,State,40129160,7088,649902,141,12166,135378,9626681,9020,748345,12500,574411,25,10272,187926
5152,8/11/2020,California,State,40129160,6208,656110,155,12321,139097,9765778,8772,757117,11645,586056,219,10491,117188
5153,8/12/2020,California,State,40129160,5960,662070,112,12433,144292,9910070,8512,765629,7085,593141,175,10666,142026
5154,8/13/2020,California,State,40129160,5156,667226,120,12553,126205,10036275,7403,773032,7934,601075,165,10831,111105
5155,8/14/2020,California,State,40129160,5212,672438,122,12675,119218,10155493,7375,780407,12614,613689,163,10994,124513
5156,8/15/2020,California,State,40129160,3665,676103,126,12801,61163,10216656,4347,784754,7873,621562,110,11104,117024
5157,8/16/2020,California,State,40129160,2684,678787,131,12932,33809,10250465,2181,786935,6469,628031,10,11114,135645
5158,8/17/2020,California,State,40129160,5772,684559,117,13049,129290,10379755,7460,794395,4636,632667,31,11145,115259
5159,8/18/2020,California,State,40129160,5266,689825,121,13170,128585,10508340,6967,801362,6164,638831,156,11301,91644
5160,8/19/2020,California,State,40129160,4678,694503,137,13307,128315,10636655,6541,807903,5920,644751,165,11466,87283
5161,8/20/2020,California,State,40129160,4671,699174,108,13415,113808,10750463,6245,814148,5585,650336,124,11590,101406
5162,8/21/2020,California,State,40129160,4404,703578,119,13534,112758,10863221,6522,820670,6556,656892,151,11741,106980
5163,8/22/2020,California,State,40129160,3115,706693,120,13654,57038,10920259,3710,824380,6777,663669,204,11945,104679
5164,8/23/2020,California,State,40129160,2569,709262,106,13760,33380,10953639,2249,826629,4946,668615,10,11955,111456
5165,8/24/2020,California,State,40129160,5459,714721,108,13868,125133,11078772,6751,833380,4480,673095,48,12003,110019
5166,8/25/2020,California,State,40129160,4915,719636,108,13976,127508,11206280,6742,840122,6004,679099,155,12158,70251
5167,8/26/2020,California,State,40129160,4607,724243,98,14074,131094,11337374,6303,846425,4430,683529,138,12296,85658
5168,8/27/2020,California,State,40129160,3982,728225,117,14191,112082,11449456,5602,852027,5329,688858,165,12461,92222
5169,8/28/2020,California,State,40129160,3937,732162,86,14277,109369,11558825,5472,857499,4981,693839,108,12569,98993
5170,8/29/2020,California,State,40129160,2627,734789,118,14395,56755,11615580,3284,860783,6070,699909,176,12745,122199
5171,8/30/2020,California,State,40129160,2254,737043,111,14506,33686,11649266,1753,862536,4176,704085,12,12757,141476
5172,8/31/2020,California,State,40129160,4343,741386,87,14593,126654,11775920,5845,868381,3712,707797,38,12795,97391
5173,9/1/2020,California,State,40129160,4595,745981,100,14693,131447,11907367,5713,874094,4255,712052,158,12953,109674
5174,9/2/2020,California,State,40129160,4043,750024,82,14775,131367,12038734,5378,879472,5125,717177,167,13120,83554
5175,9/3/2020,California,State,40129160,3676,753700,81,14856,114435,12153169,4871,884343,5106,722283,172,13292,133046
5176,9/4/2020,California,State,40129160,3456,757156,87,14943,111217,12264386,4916,889259,4956,727239,177,13469,119353
5177,9/5/2020,California,State,40129160,2266,759422,86,15029,47206,12311592,2264,891523,4905,732144,123,13592,130868
5178,9/6/2020,California,State,40129160,1979,761401,81,15110,33588,12345180,1652,893175,3091,735235,4,13596,111101
5179,9/7/2020,California,State,40129160,2337,763738,73,15183,35491,12380671,1652,894827,2676,737911,51,13647,109656
5180,9/8/2020,California,State,40129160,4255,767993,81,15264,157523,12538194,6027,900854,1616,739527,80,13727,75849
5181,9/9/2020,California,State,40129160,3615,771608,85,15349,139615,12677809,4975,905829,3338,742865,120,13847,46194
5182,9/10/2020,California,State,40129160,3227,774835,73,15422,125484,12803293,4311,910140,3326,746191,116,13963,61669
5183,9/11/2020,California,State,40129160,3372,778207,77,15499,121440,12924733,4355,914495,4107,750298,119,14082,105307
5184,9/12/2020,California,State,40129160,2345,780552,75,15574,56351,12981084,2499,916994,4625,754923,128,14210,133049
5185,9/13/2020,California,State,40129160,2041,782593,70,15644,34016,13015100,1352,918346,2855,757778,1,14211,116173
5186,9/14/2020,California,State,40129160,4180,786773,78,15722,132951,13148051,5095,923441,2235,760013,49,14260,121981
5187,9/15/2020,California,State,40129160,3760,790533,85,15807,144912,13292963,4768,928209,2950,762963,151,14411,72352
5188,9/16/2020,California,State,40129160,3802,794335,62,15869,136614,13429577,4707,932916,3238,766201,106,14517,79515
5189,9/17/2020,California,State,40129160,3305,797640,73,15942,129467,13559044,4459,937375,3630,769831,110,14627,97149
5190,9/18/2020,California,State,40129160,3452,801092,57,15999,124218,13683262,4497,941872,4304,774135,135,14762,166700
5191,9/19/2020,California,State,40129160,2484,803576,72,16071,59956,13743218,2661,944533,4265,778400,86,14848,179272
5192,9/20/2020,California,State,40129160,2165,805741,71,16142,36827,13780045,1658,946191,3294,781694,25,14873,149624
5193,9/21/2020,California,State,40129160,4087,809828,57,16199,144883,13924928,4971,951162,2630,784324,27,14900,131273
5194,9/22/2020,California,State,40129160,3702,813530,68,16267,152819,14077747,4686,955848,3146,787470,138,15038,75368
5195,9/23/2020,California,State,40129160,3770,817300,66,16333,148442,14226189,4734,960582,3170,790640,116,15154,73434
5196,9/24/2020,California,State,40129160,3349,820649,71,16404,134346,14360535,4508,965090,3400,794040,102,15256,99390
5197,9/25/2020,California,State,40129160,3493,824142,56,16460,125079,14485614,4621,969711,4197,798237,105,15361,130483
5198,9/26/2020,California,State,40129160,2364,826506,74,16534,63073,14548687,2560,972271,4071,802308,71,15432,150768
5199,9/27/2020,California,State,40129160,2071,828577,58,16592,41782,14590469,1641,973912,2955,805263,19,15451,151354
5200,9/28/2020,California,State,40129160,4067,832644,55,16647,143828,14734297,4748,978660,2162,807425,11,15462,128693
5201,9/29/2020,California,State,40129160,3796,836440,54,16701,152835,14887132,4957,983617,3200,810625,195,15657,91657
5202,9/30/2020,California,State,40129160,3720,840160,40,16741,149827,15036959,4583,988200,3062,813687,100,15757,66649
5203,10/1/2020,California,State,40129160,3712,843872,58,16799,135211,15172170,4578,992778,3590,817277,161,15918,96580
5204,10/2/2020,California,State,40129160,3348,847220,58,16857,140705,15312875,4446,997224,2159,819436,14,15932,130457
5205,10/3/2020,California,State,40129160,2668,849888,49,16906,71491,15384366,2724,999948,4293,823729,67,15999,161399
5206,10/4/2020,California,State,40129160,2225,852113,69,16975,44573,15428939,1583,1001531,3055,826784,21,16020,141394
5207,10/5/2020,California,State,40129160,4304,856417,56,17031,171508,15600447,5128,1006659,1677,828461,26,16046,128740
5208,10/6/2020,California,State,40129160,3737,860154,50,17081,180584,15781031,4720,1011379,2764,831225,85,16131,126285
5209,10/7/2020,California,State,40129160,3723,863877,56,17137,171646,15952677,4694,1016073,3575,834800,94,16225,66917
5210,10/8/2020,California,State,40129160,3771,867648,55,17192,159451,16112128,4886,1020959,3806,838606,73,16298,112874
5211,10/9/2020,California,State,40129160,3555,871203,49,17241,149732,16261860,4626,1025585,4170,842776,82,16380,141948
5212,10/10/2020,California,State,40129160,3011,874214,50,17291,69884,16331744,3034,1028619,3803,846579,80,16460,168559
5213,10/11/2020,California,State,40129160,2222,876436,47,17338,44997,16376741,1627,1030246,3449,850028,10,16470,144337
5214,10/12/2020,California,State,40129160,4330,880766,42,17380,166338,16543079,5176,1035422,2378,852406,10,16480,142376
5215,10/13/2020,California,State,40129160,3853,884619,49,17429,181549,16724628,4879,1040301,2666,855072,42,16522,91770
5216,10/14/2020,California,State,40129160,3822,888441,46,17475,174002,16898630,4748,1045049,3329,858401,99,16621,92325
5217,10/15/2020,California,State,40129160,3912,892353,41,17516,159766,17058396,4935,1049984,3075,861476,91,16712,104144
5218,10/16/2020,California,State,40129160,3816,896169,42,17558,153554,17211950,4879,1054863,2979,864455,78,16790,134755
5219,10/17/2020,California,State,40129160,2959,899128,35,17593,72182,17284132,3240,1058103,2862,867317,93,16883,135351
5220,10/18/2020,California,State,40129160,2548,901676,35,17628,47318,17331450,1940,1060043,3474,870791,11,16894,150346
