,county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,california_flag,booster_recip_count,cumulative_booster_recip_count,booster_eligible_population
848,All CA Counties,2022-09-16,99567,79128281,65948,47097103,29866,29496943,55,2266214,6127,2949868,4513,28415447,6177,31365315,,82867,14348771,28671193
849,All CA Counties,2022-09-17,43386,79171667,30385,47127488,11500,29508443,25,2266239,2772,2950650,2014,28417461,2796,31368111,,36078,14384849,28671193
850,All CA Counties,2022-09-18,22554,79194221,16600,47144088,5467,29513910,14,2266253,1565,2951612,614,28418075,1576,31369687,,19109,14403958,28671193
851,All CA Counties,2022-09-19,83388,79277609,60724,47204812,20650,29534560,58,2266311,5111,2954286,2487,28420562,5161,31374848,,71161,14475119,28671193
852,All CA Counties,2022-09-20,82060,79359669,58660,47263472,20770,29555330,52,2266363,5257,2956610,2969,28423531,5293,31380141,,69172,14544291,28671193
853,All CA Counties,2022-09-21,90975,79450644,61395,47324867,27069,29582399,72,2266435,5592,2959312,2942,28426473,5644,31385785,,77526,14621817,28671193
854,All CA Counties,2022-09-22,88890,79539534,60770,47385637,25501,29607900,54,2266489,5573,2961823,3108,28429581,5619,31391404,,75090,14696907,28671193
855,All CA Counties,2022-09-23,114829,79654363,74443,47460080,36722,29644622,66,2266555,6737,2964496,4113,28433694,6786,31398190,,97716,14794623,28671193
856,All CA Counties,2022-09-24,49826,79704189,34312,47494392,13972,29658594,22,2266577,2898,2965429,1985,28435679,2918,31401108,,42298,14836921,28671193
857,All CA Counties,2022-09-25,25622,79729811,17566,47511958,7725,29666319,5,2266582,1715,2966617,531,28436210,1719,31402827,,22128,14859049,28671193
858,All CA Counties,2022-09-26,91193,79821004,61755,47573713,27871,29694190,47,2266629,5108,2969864,1898,28438108,5145,31407972,,79643,14938692,28671193
859,All CA Counties,2022-09-27,85698,79906702,59467,47633180,23950,29718140,34,2266663,5122,2972413,2593,28440701,5142,31413114,,73694,15012386,28671193
860,All CA Counties,2022-09-28,92308,79999010,61496,47694676,28647,29746787,38,2266701,5460,2975302,2601,28443302,5490,31418604,,79194,15091580,28671193
861,All CA Counties,2022-09-29,88399,80087409,58463,47753139,27578,29774365,33,2266734,5435,2978069,2696,28445998,5463,31424067,,75709,15167289,28671193
862,All CA Counties,2022-09-30,110190,80197599,69571,47822710,37520,29811885,43,2266777,6185,2980715,3572,28449570,6218,31430285,,94394,15261683,28671193
863,All CA Counties,2022-10-01,47244,80244843,31768,47854478,14439,29826324,21,2266798,2516,2981914,1335,28450905,2534,31432819,,40890,15302573,28671193
864,All CA Counties,2022-10-02,25071,80269914,16619,47871097,8180,29834504,7,2266805,1524,2983018,426,28451331,1530,31434349,,21928,15324501,28671193
865,All CA Counties,2022-10-03,93010,80362924,59177,47930274,32132,29866636,31,2266836,5077,2986256,1863,28453194,5101,31439450,,81502,15406003,28671193
866,All CA Counties,2022-10-04,88432,80451356,55408,47985682,30709,29897345,28,2266864,5009,2988921,2369,28455563,5034,31444484,,76657,15482660,28671193
867,All CA Counties,2022-10-05,97337,80548693,60721,48046403,34487,29931832,33,2266897,5513,2992132,2332,28457895,5543,31450027,,84880,15567540,28671193
868,All CA Counties,2022-10-06,92805,80641498,57702,48104105,33044,29964876,34,2266931,5433,2995359,2230,28460125,5457,31455484,,80419,15647959,28671193
869,All CA Counties,2022-10-07,116044,80757542,70626,48174731,42679,30007555,28,2266959,6324,2998658,3051,28463176,6350,31461834,,101086,15749045,28671193
870,All CA Counties,2022-10-08,51903,80809445,33062,48207793,17762,30025317,11,2266970,2869,3000356,1181,28464357,2879,31464713,,45090,15794135,28671193
871,All CA Counties,2022-10-09,25874,80835319,16505,48224298,9075,30034392,11,2266981,1599,3001519,445,28464802,1608,31466321,,22576,15816711,28671193
872,All CA Counties,2022-10-10,95000,80930319,58600,48282898,34818,30069210,19,2267000,4740,3004510,1767,28466569,4758,31471079,,83820,15900531,28671193
873,All CA Counties,2022-10-11,92030,81022349,57394,48340292,32549,30101759,35,2267035,5336,3007754,2120,28468689,5364,31476443,,79778,15980309,28671193
874,All CA Counties,2022-10-12,98877,81121226,60302,48400594,36686,30138445,32,2267067,5680,3011319,2139,28470828,5704,31482147,,85932,16066241,28671193
875,All CA Counties,2022-10-13,93360,81214586,56996,48457590,34329,30172774,32,2267099,5626,3014843,2128,28472956,5652,31487799,,80458,16146699,28671193
876,All CA Counties,2022-10-14,119568,81334154,71675,48529265,45287,30218061,29,2267128,6556,3018570,2848,28475804,6575,31494374,,103687,16250386,28671193
877,All CA Counties,2022-10-15,49843,81383997,31123,48560388,17754,30235815,22,2267150,2739,3020301,1024,28476828,2755,31497129,,43471,16293857,28671193
878,All CA Counties,2022-10-16,24681,81408678,15105,48575493,9334,30245149,8,2267158,1648,3021597,359,28477187,1655,31498784,,21344,16315201,28671193
879,All CA Counties,2022-10-17,97053,81505731,58224,48633717,37236,30282385,26,2267184,5505,3025432,1690,28478877,5525,31504309,,85126,16400327,28671193
880,All CA Counties,2022-10-18,91026,81596757,54669,48688386,34226,30316611,38,2267222,5422,3028813,2074,28480951,5455,31509764,,78703,16479030,28671193
881,All CA Counties,2022-10-19,96915,81693672,57441,48745827,37594,30354205,34,2267256,5608,3032369,2084,28483035,5640,31515404,,83917,16562947,28671193
882,All CA Counties,2022-10-20,91553,81785225,54948,48800775,34604,30388809,35,2267291,5427,3035732,2095,28485130,5458,31520862,,79365,16642312,28671193
883,All CA Counties,2022-10-21,114344,81899569,68091,48868866,43806,30432615,27,2267318,6169,3039372,2555,28487685,6195,31527057,,99720,16742032,28671193
884,All CA Counties,2022-10-22,50578,81950147,32254,48901120,17426,30450041,9,2267327,2693,3041054,1019,28488704,2701,31529758,,44131,16786163,28671193
885,All CA Counties,2022-10-23,23146,81973293,14570,48915690,8359,30458400,5,2267332,1503,3042219,342,28489046,1507,31531265,,20161,16806324,28671193
886,All CA Counties,2022-10-24,91064,82064357,55243,48970933,34330,30492730,50,2267382,5098,3045761,1600,28490646,5142,31536407,,79692,16886016,28671193
887,All CA Counties,2022-10-25,81052,82145409,49512,49020445,29597,30522327,16,2267398,4790,3048638,1928,28492574,4805,31541212,,70228,16956244,28671193
888,All CA Counties,2022-10-26,51631,82197040,30780,49051225,19240,30541567,16,2267414,3280,3050452,1474,28494048,3288,31544500,,44027,17000271,28671193
